Depth(m),Voltage(V),Current(mA),# Counts
20.45,1.928437,12.856245,38297
20.475,1.995308,13.302052,39625
20.5,1.978389,13.189257,39289
20.525,2.101707,14.011383,41738
20.55,1.848624,12.324163,36712
20.575,2.112987,14.086578,41962
20.6,1.893793,12.625283,37609
20.625,2.286308,15.242054,45404
20.65,1.909906,12.732707,37929
20.675,1.861565,12.410437,36969
20.7,2.025923,13.506156,40233
20.725,1.926825,12.845503,38265
20.75,1.992891,13.285939,39577
20.775,2.037203,13.581352,40457
20.8,2.18716,14.581063,43435
20.825,2.058956,13.726376,40889
20.85,2.130712,14.204746,42314
20.875,1.965498,13.103318,39033
20.9,2.18872,14.59147,43466
20.925,2.08076,13.871732,41322
20.95,2.145214,14.301426,42602
20.975,2.154882,14.365881,42794
21,2.150854,14.339025,42714
21.025,2.242701,14.95134,44538
21.05,2.077537,13.850247,41258
21.075,2.302371,15.34914,45723
21.1,2.166162,14.441077,43018
21.125,2.283035,15.220234,45339
21.15,2.198389,14.655925,43658
21.175,2.152465,14.349768,42746
21.2,2.137157,14.247715,42442
21.225,2.179858,14.532388,43290
21.25,1.79545,11.969665,35656
21.275,2.191993,14.61329,43531
21.3,2.08076,13.871732,41322
21.325,2.11621,14.108063,42026
21.35,2.305594,15.370626,45787
21.375,2.181469,14.54313,43322
21.4,2.106542,14.043612,41834
21.425,2.139574,14.263828,42490
21.45,2.051755,13.67837,40746
21.475,2.120238,14.13492,42106
21.5,2.141991,14.279942,42538
21.525,2.047727,13.651514,40666
21.55,2.001804,13.345357,39754
21.575,1.934882,12.899215,38425
21.6,2.178246,14.521644,43258
21.625,2.219387,14.79591,44075
21.65,2.107347,14.048981,41850
21.675,2.220948,14.806316,44106
21.7,2.083982,13.893216,41386
21.725,2.085594,13.903958,41418
21.75,2.155688,14.371252,42810
21.775,2.120238,14.13492,42106
21.8,2.234644,14.897627,44378
21.825,2.183887,14.559243,43370
21.85,2.150854,14.339025,42714
21.875,2.313651,15.424337,45947
21.9,2.009055,13.393698,39898
21.925,2.199194,14.661296,43674
21.95,2.082371,13.882476,41354
21.975,2.21853,14.790203,44058
22,1.959052,13.060349,38905
22.025,2.000192,13.334614,39722
22.05,2.109764,14.065094,41898
22.075,2.192749,14.618325,43546
22.1,1.930854,12.872358,38345
22.125,2.166162,14.441077,43018
22.15,1.962275,13.081834,38969
22.175,2.160522,14.403479,42906
22.2,2.079954,13.866361,41306
22.225,2.11057,14.070467,41914
22.25,2.190332,14.602212,43498
22.275,2.125072,14.167147,42202
22.3,2.139574,14.263828,42490
22.325,2.125878,14.172518,42218
22.35,2.136352,14.242344,42426
22.375,2.202417,14.68278,43738
22.4,2.158911,14.392736,42874
22.425,2.192749,14.618325,43546
22.45,2.009004,13.393363,39897
22.475,2.146825,14.312168,42634
22.5,2.204028,14.693522,43770
22.525,2.074315,13.828765,41194
22.55,2.059762,13.731747,40905
22.575,2.282229,15.214862,45323
22.6,2.243557,14.957046,44555
22.625,2.204028,14.693522,43770
22.65,2.092039,13.946929,41546
22.675,2.028391,13.522606,40282
22.7,2.084788,13.898587,41402
22.725,1.968721,13.124804,39097
22.75,2.180714,14.538095,43307
22.775,2.182275,14.548501,43338
22.8,2.2,14.666667,43690
22.825,2.046921,13.646143,40650
22.85,2.228199,14.854658,44250
22.875,2.21853,14.790203,44058
22.9,2.337015,15.580103,46411
22.925,2.182326,14.548838,43339
22.95,2.298343,15.322285,45643
22.975,2.210524,14.736828,43899
23,2.141186,14.27457,42522
23.025,1.863177,12.421179,37001
23.05,1.960664,13.071092,38937
23.075,2.013838,13.425589,39993
23.1,1.997725,13.318166,39673
23.125,2.213747,14.758312,43963
23.15,1.861565,12.410437,36969
23.175,2.006587,13.377249,39849
23.2,2.186303,14.575356,43418
23.225,2.151659,14.344397,42730
23.25,1.928437,12.856245,38297
23.275,2.190332,14.602212,43498
23.3,2.335404,15.569359,46379
23.325,1.997775,13.318501,39674
23.35,2.017111,13.447409,40058
23.375,2.00422,13.361469,39802
23.4,2.260426,15.069505,44890
23.425,2.063035,13.753566,40970
23.45,2.18872,14.59147,43466
23.475,2.23545,14.902998,44394
23.5,2.09929,13.995269,41690
23.525,2.000998,13.339985,39738
23.55,2.2,14.666667,43690
23.575,2.226638,14.844253,44219
23.6,2.176635,14.510901,43226
23.625,2.197583,14.650554,43642
23.65,2.144408,14.296055,42586
23.675,2.057395,13.715968,40858
23.7,2.096873,13.979156,41642
23.725,2.135596,14.237308,42411
23.75,2.208107,14.720713,43851
23.775,1.902655,12.684368,37785
23.8,2.026729,13.511529,40249
23.825,2.182275,14.548501,43338
23.85,2.225781,14.838543,44202
23.875,2.016255,13.441703,40041
23.9,2.156493,14.376623,42826
23.925,2.113792,14.091949,41978
23.95,2.084788,13.898587,41402
23.975,2.073509,13.823392,41178
24,2.000947,13.33965,39737
24.025,2.067869,13.785792,41066
24.05,2.027535,13.516899,40265
24.075,1.975972,13.173143,39241
24.1,2.038008,13.586722,40473
24.125,2.031563,13.543755,40345
24.15,2.163795,14.425298,42971
24.175,1.971138,13.140917,39145
24.2,1.885736,12.571571,37449
24.225,2.064646,13.764308,41002
24.25,1.99128,13.275197,39545
24.275,2.266922,15.112811,45019
24.3,2.068675,13.791163,41082
24.325,2.161327,14.40885,42922
24.35,1.994502,13.29668,39609
24.375,2.088011,13.920074,41466
24.4,2.13474,14.231602,42394
24.425,2.065452,13.769679,41018
24.45,2.025923,13.506156,40233
24.475,1.941327,12.942183,38553
24.5,1.928437,12.856245,38297
24.525,2.382183,15.881223,47308
24.55,1.872845,12.485634,37193
24.575,2.030808,13.53872,40330
24.6,1.98,13.199999,39321
24.625,2.022751,13.485007,40170
24.65,2.14607,14.307134,42619
24.675,1.968721,13.124804,39097
24.7,2.004976,13.366506,39817
24.725,1.946967,12.979782,38665
24.75,2.021089,13.473929,40137
24.775,1.888959,12.593058,37513
24.8,1.895404,12.636026,37641
24.825,1.869622,12.464148,37129
24.85,1.98564,13.237597,39433
24.875,2.03962,13.597467,40505
24.9,2.154882,14.365881,42794
24.925,2.073509,13.823392,41178
24.95,1.855875,12.372503,36856
24.975,1.952607,13.017381,38777
25,2.009004,13.393363,39897
25.025,1.955024,13.033494,38825
25.05,1.865594,12.437292,37049
25.075,1.909906,12.732707,37929
25.1,1.892987,12.619913,37593
25.125,2.17583,14.50553,43210
25.15,1.973555,13.15703,39193
25.175,1.963081,13.087205,38985
25.2,1.975166,13.167773,39225
25.225,1.956635,13.044236,38857
25.25,2.01545,13.436332,40025
25.275,2.054122,13.694147,40793
25.3,2.163744,14.424963,42970
25.325,1.824454,12.163028,36232
25.35,1.893793,12.625283,37609
25.375,1.993696,13.291309,39593
25.4,1.952607,13.017381,38777
25.425,2.191138,14.607583,43514
25.45,2.179052,14.527015,43274
25.475,1.962275,13.081834,38969
25.5,2.10493,14.032867,41802
25.525,2.025923,13.506156,40233
25.55,2.179103,14.52735,43275
25.575,1.924408,12.829389,38217
25.6,1.877679,12.517859,37289
25.625,1.97436,13.162401,39209
25.65,2.153271,14.355139,42762
25.675,2.011421,13.409476,39945
25.7,2.002559,13.350393,39769
25.725,1.834122,12.227481,36424
25.75,1.955024,13.033494,38825
25.775,1.995308,13.302052,39625
25.8,2.382989,15.886597,47324
25.825,2.143603,14.290684,42570
25.85,2.124266,14.161776,42186
25.875,2.000947,13.33965,39737
25.9,1.974411,13.162738,39210
25.925,2.129906,14.199373,42298
25.95,2.075926,13.839505,41226
25.975,2.246729,14.978195,44618
26,2.088011,13.920074,41466
26.025,2.141991,14.279942,42538
26.05,2.256448,15.042983,44811
26.075,2.206496,14.709972,43819
26.1,2.145264,14.301761,42603
26.125,2.061373,13.742489,40937
26.15,2.085594,13.903958,41418
26.175,2.004976,13.366506,39817
26.2,1.967915,13.119431,39081
26.225,2.071898,13.81265,41146
26.25,2.00417,13.361135,39801
26.275,1.932465,12.883101,38377
26.3,2.000142,13.334279,39721
26.325,2.033175,13.554497,40377
26.35,1.934076,12.893843,38409
26.375,2.113843,14.092287,41979
26.4,2.191138,14.607583,43514
26.425,1.996919,13.312796,39657
26.45,2.021089,13.473929,40137
26.475,2.158105,14.387365,42858
26.5,1.934076,12.893843,38409
26.525,1.921991,12.813274,38169
26.55,2.059762,13.731747,40905
26.575,2.043648,13.624323,40585
26.6,1.84379,12.291935,36616
26.625,2.066258,13.775052,41034
26.65,2.056539,13.710262,40841
26.675,2.158911,14.392736,42874
26.7,2.158911,14.392736,42874
26.725,2.071092,13.807279,41130
26.75,2.107347,14.048981,41850
26.775,2.310428,15.402853,45883
26.8,2.11626,14.108398,42027
26.825,2.262843,15.085618,44938
26.85,2.26531,15.102067,44987
26.875,2.088061,13.920408,41467
26.9,2.199245,14.661631,43675
26.925,2.345878,15.639185,46587
26.95,2.258865,15.0591,44859
26.975,2.113037,14.086914,41963
27,2.183131,14.554208,43355
27.025,1.98569,13.237933,39434
27.05,2.088061,13.920408,41467
27.075,2.079954,13.866361,41306
27.1,1.839812,12.265415,36537
27.125,2.112987,14.086578,41962
27.15,2.145214,14.301426,42602
27.175,2.088817,13.925445,41482
27.2,2.082371,13.882476,41354
27.225,1.811563,12.077088,35976
27.25,1.988913,13.259418,39498
27.275,2.010616,13.404105,39929
27.3,2.10493,14.032867,41802
27.325,1.894649,12.630991,37626
27.35,2.079149,13.86099,41290
27.375,2.179052,14.527015,43274
27.4,1.857537,12.383581,36889
27.425,1.996164,13.307759,39642
27.45,2.147631,14.317539,42650
27.475,2.33621,15.574732,46395
27.5,2.053367,13.689112,40778
27.525,2.309622,15.397482,45867
27.55,2.152465,14.349768,42746
27.575,2.199245,14.661631,43675
27.6,2.162989,14.419929,42955
27.625,2.189526,14.596841,43482
27.65,2.182275,14.548501,43338
27.675,2.186303,14.575356,43418
27.7,2.036397,13.575981,40441
27.725,2.125072,14.167147,42202
27.75,1.986445,13.242969,39449
27.775,2.230666,14.871108,44299
27.8,1.967109,13.114061,39065
27.825,1.930048,12.866986,38329
27.85,2.154882,14.365881,42794
27.875,1.949384,12.995895,38713
27.9,2.043648,13.624323,40585
27.925,2.101707,14.011383,41738
27.95,2.011421,13.409476,39945
27.975,1.947773,12.985152,38681
28,2.000947,13.33965,39737
28.025,1.954218,13.028122,38809
28.05,2.14038,14.269199,42506
28.075,2.018672,13.457816,40089
28.1,2.065452,13.769679,41018
28.125,2.031563,13.543755,40345
28.15,2.170996,14.473304,43114
28.175,2.101707,14.011383,41738
28.2,2.006587,13.377249,39849
28.225,1.895404,12.636026,37641
28.25,2.019478,13.463187,40105
28.275,1.968721,13.124804,39097
28.3,2.041231,13.60821,40537
28.325,1.975166,13.167773,39225
28.35,2.252369,15.015793,44730
28.375,2.195972,14.639812,43610
28.4,2.30076,15.338398,45691
28.425,2.128295,14.188631,42266
28.45,2.186303,14.575356,43418
28.475,2.173413,14.489417,43162
28.5,2.274978,15.166523,45179
28.525,2.014644,13.430961,40009
28.55,2.006587,13.377249,39849
28.575,1.992085,13.280567,39561
28.6,1.907489,12.716594,37881
28.625,1.867205,12.448035,37081
28.65,2.042037,13.61358,40553
28.675,2.166162,14.441077,43018
28.7,1.995308,13.302052,39625
28.725,1.912323,12.748821,37977
28.75,2.105736,14.038239,41818
28.775,1.965498,13.103318,39033
28.8,2.192799,14.618661,43547
28.825,2.19436,14.629067,43578
28.85,1.838956,12.259707,36520
28.875,2.108958,14.059723,41882
28.9,2.084788,13.898587,41402
28.925,2.196777,14.645183,43626
28.95,1.971138,13.140917,39145
28.975,2.054122,13.694147,40793
29,2.054122,13.694147,40793
29.025,2.156544,14.376958,42827
29.05,2.07512,13.834134,41210
29.075,2.462751,16.418341,48908
29.1,1.972799,13.151996,39178
29.125,1.971188,13.141253,39146
29.15,2.228199,14.854658,44250
29.175,2.210474,14.736491,43898
29.2,2.00417,13.361135,39801
29.225,2.137963,14.253086,42458
29.25,1.837395,12.249301,36489
29.275,1.956635,13.044236,38857
29.3,2.037203,13.581352,40457
29.325,1.934882,12.899215,38425
29.35,1.868011,12.453406,37097
29.375,2.03962,13.597467,40505
29.4,2.071092,13.807279,41130
29.425,2.043648,13.624323,40585
29.45,2.148437,14.32291,42666
29.475,2.016255,13.441703,40041
29.5,2.155738,14.371587,42811
29.525,2.006587,13.377249,39849
29.55,2.094456,13.963043,41594
29.575,2.043648,13.624323,40585
29.6,2.323319,15.488792,46139
29.625,1.997725,13.318166,39673
29.65,1.918769,12.791791,38105
29.675,1.875262,12.501746,37241
29.7,1.8664,12.442664,37065
29.725,2.130712,14.204746,42314
29.75,1.942133,12.947555,38569
29.775,1.984028,13.226855,39401
29.8,1.941378,12.942519,38554
29.825,2.092039,13.946929,41546
29.85,1.830094,12.200625,36344
29.875,1.899432,12.662882,37721
29.9,1.981611,13.210742,39353
29.925,2.224221,14.828136,44171
29.95,2.035592,13.57061,40425
29.975,2.089622,13.930816,41498
30,2.136352,14.242344,42426
30.025,2.058956,13.726376,40889
30.05,2.008199,13.387992,39881
30.075,2.191943,14.612954,43530
30.1,2.155688,14.371252,42810
30.125,2.094456,13.963043,41594
30.15,2.246729,14.978195,44618
30.175,2.145214,14.301426,42602
30.2,2.049338,13.662256,40698
30.225,2.11621,14.108063,42026
30.25,2.193605,14.624032,43563
30.275,2.121849,14.145662,42138
30.3,2.129906,14.199373,42298
30.325,2.237867,14.919111,44442
30.35,2.274173,15.161151,45163
30.375,1.973555,13.15703,39193
30.4,2.224976,14.833172,44186
30.425,2.01545,13.436332,40025
30.45,2.018672,13.457816,40089
30.475,2.006587,13.377249,39849
30.5,2.029952,13.533011,40313
30.525,1.917157,12.781048,38073
30.55,2.100902,14.006011,41722
30.575,1.959052,13.060349,38905
30.6,2.341044,15.606958,46491
30.625,2.21133,14.742199,43915
30.65,2.111376,14.075836,41930
30.675,2.043648,13.624323,40585
30.7,2.253225,15.021499,44747
30.725,2.238672,14.924482,44458
30.75,2.284646,15.230975,45371
30.775,1.977583,13.183886,39273
30.8,2.081565,13.877103,41338
30.825,1.829288,12.195254,36328
30.85,1.950996,13.006639,38745
30.875,1.901044,12.673625,37753
30.9,2.00417,13.361135,39801
30.925,1.870428,12.46952,37145
30.95,1.942133,12.947555,38569
30.975,1.954218,13.028122,38809
31,1.979194,13.194629,39305
31.025,1.901044,12.673625,37753
31.05,2.033175,13.554497,40377
31.075,1.98,13.199999,39321
31.1,2.014644,13.430961,40009
31.125,2.234644,14.897627,44378
31.15,2.146825,14.312168,42634
31.175,2.174218,14.494788,43178
31.2,2.206496,14.709972,43819
31.225,2.219387,14.79591,44075
31.25,2.166967,14.446448,43034
31.275,2.071092,13.807279,41130
31.3,2.216969,14.779797,44027
31.325,2.209718,14.731455,43883
31.35,2.223365,14.82243,44154
31.375,1.943745,12.958297,38601
31.4,2.032369,13.549126,40361
31.425,2.016255,13.441703,40041
31.45,1.959858,13.065721,38921
31.475,2.170996,14.473304,43114
31.5,2.076731,13.844876,41242
31.525,2.025923,13.506156,40233
31.55,2.291092,15.273945,45499
31.575,2.251614,15.010756,44715
31.6,2.263699,15.091325,44955
31.625,2.155738,14.371587,42811
31.65,2.109764,14.065094,41898
31.675,2.019478,13.463187,40105
31.7,2.046871,13.645808,40649
31.725,2.021089,13.473929,40137
31.75,1.967109,13.114061,39065
31.775,1.978389,13.189257,39289
31.8,2.178297,14.521981,43259
31.825,2.152465,14.349768,42746
31.85,2.274978,15.166523,45179
31.875,1.918769,12.791791,38105
31.9,1.935688,12.904585,38441
31.925,2.044454,13.629694,40601
31.95,1.927631,12.850873,38281
31.975,2.180664,14.537759,43306
32,1.947773,12.985152,38681
32.025,2.31929,15.461935,46059
32.05,1.971943,13.146287,39161
32.075,2.016255,13.441703,40041
32.1,2.209668,14.73112,43882
32.125,2.201611,14.677409,43722
32.15,2.225781,14.838543,44202
32.175,2.091234,13.941558,41530
32.2,1.99128,13.275197,39545
32.225,1.953413,13.022751,38793
32.25,2.129906,14.199373,42298
32.275,2.191943,14.612954,43530
32.3,2.114598,14.097322,41994
32.325,2.109764,14.065094,41898
32.35,2.149242,14.328283,42682
32.375,2.278201,15.188006,45243
32.4,2.08076,13.871732,41322
32.425,2.2,14.666667,43690
32.45,2.043699,13.624659,40586
32.475,2.22986,14.865736,44283
32.5,2.072703,13.818021,41162
32.525,2.117015,14.113434,42042
32.55,2.131517,14.210115,42330
32.575,1.996114,13.307424,39641
32.6,2.172607,14.484046,43146
32.625,2.2355,14.903334,44395
32.65,2.08076,13.871732,41322
32.675,2.254836,15.032243,44779
32.7,2.194411,14.629404,43579
32.725,2.158155,14.387702,42859
32.75,2.136352,14.242344,42426
32.775,2.154127,14.360847,42779
32.8,1.981611,13.210742,39353
32.825,2.017867,13.452444,40073
32.85,2.26526,15.101731,44986
32.875,1.976777,13.178515,39257
32.9,2.198439,14.656261,43659
32.925,2.037253,13.581688,40458
32.95,2.195972,14.639812,43610
32.975,2.179103,14.52735,43275
33,1.894598,12.630656,37625
33.025,1.935688,12.904585,38441
33.05,2.009004,13.393363,39897
33.075,2.0509,13.672663,40729
33.1,2.119483,14.129885,42091
33.125,1.992136,13.280903,39562
33.15,2.023507,13.490044,40185
33.175,1.906683,12.711224,37865
33.2,2.111376,14.075836,41930
33.225,2.072703,13.818021,41162
33.25,2.00981,13.398733,39913
33.275,2.060568,13.737118,40921
33.3,2.061373,13.742489,40937
33.325,2.049288,13.661921,40697
33.35,2.042037,13.61358,40553
33.375,1.972749,13.15166,39177
33.4,2.183937,14.559579,43371
33.425,2.062229,13.748197,40954
33.45,2.057395,13.715968,40858
33.475,2.088817,13.925445,41482
33.5,2.228199,14.854658,44250
33.525,2.179052,14.527015,43274
33.55,2.088011,13.920074,41466
33.575,2.00417,13.361135,39801
33.6,1.975972,13.173143,39241
33.625,1.976777,13.178515,39257
33.65,2.220998,14.806652,44107
33.675,2.225026,14.833508,44187
33.7,2.210524,14.736828,43899
33.725,2.144408,14.296055,42586
33.75,2.181469,14.54313,43322
33.775,1.923603,12.824017,38201
33.8,2.048482,13.656549,40681
33.825,2.129906,14.199373,42298
33.85,2.075926,13.839505,41226
33.875,2.183887,14.559243,43370
33.9,2.182275,14.548501,43338
33.925,2.112987,14.086578,41962
33.95,1.863177,12.421179,37001
33.975,1.895404,12.636026,37641
34,1.898627,12.657512,37705
34.025,2.000998,13.339985,39738
34.05,1.988057,13.253711,39481
34.075,2.100902,14.006011,41722
34.1,2.055734,13.704891,40825
34.125,1.833317,12.22211,36408
34.15,2.277395,15.182635,45227
34.175,2.084788,13.898587,41402
34.2,2.103319,14.022125,41770
34.225,2.147681,14.317874,42651
34.25,2.089622,13.930816,41498
34.275,2.169384,14.462562,43082
34.3,2.092039,13.946929,41546
34.325,2.189526,14.596841,43482
34.35,2.24678,14.978532,44619
34.375,2.034031,13.560205,40394
34.4,2.031563,13.543755,40345
34.425,1.877679,12.517859,37289
34.45,1.949384,12.995895,38713
34.475,1.913935,12.759563,38009
34.5,1.911518,12.74345,37961
34.525,1.986445,13.242969,39449
34.55,2.178297,14.521981,43259
34.575,2.076731,13.844876,41242
34.6,1.921991,12.813274,38169
34.625,2.018672,13.457816,40089
34.65,1.963886,13.092576,39001
34.675,2.074315,13.828765,41194
34.7,2.076731,13.844876,41242
34.725,2.028341,13.52227,40281
34.75,2.034786,13.56524,40409
34.775,2.049288,13.661921,40697
34.8,1.976777,13.178515,39257
34.825,2.125072,14.167147,42202
34.85,2.037203,13.581352,40457
34.875,2.088011,13.920074,41466
34.9,2.266922,15.112811,45019
34.925,2.020284,13.468558,40121
34.95,2.046065,13.640435,40633
34.975,2.111376,14.075836,41930
35,2.072703,13.818021,41162
35.025,2.046871,13.645808,40649
35.05,2.051705,13.678034,40745
35.075,2.084788,13.898587,41402
35.1,2.063841,13.758937,40986
35.125,2.040426,13.602839,40521
35.15,2.092895,13.952635,41563
35.175,2.042037,13.61358,40553
35.2,2.083177,13.887845,41370
35.225,2.013033,13.420218,39977
35.25,2.158105,14.387365,42858
35.275,2.248341,14.988937,44650
35.3,2.117821,14.118807,42058
35.325,1.913935,12.759563,38009
35.35,1.833317,12.22211,36408
35.375,1.870428,12.46952,37145
35.4,2.198389,14.655925,43658
35.425,2.128345,14.188967,42267
35.45,1.949384,12.995895,38713
35.475,2.321707,15.47805,46107
35.5,1.901044,12.673625,37753
35.525,2.088011,13.920074,41466
35.55,2.177441,14.516273,43242
35.575,2.262087,15.080583,44923
35.6,1.99128,13.275197,39545
35.625,1.964692,13.097947,39017
35.65,1.909906,12.732707,37929
35.675,2.115404,14.102692,42010
35.7,2.122655,14.151035,42154
35.725,2.152465,14.349768,42746
35.75,2.16455,14.430335,42986
35.775,2.115454,14.103027,42011
35.8,2.062229,13.748197,40954
35.825,2.063035,13.753566,40970
35.85,2.094456,13.963043,41594
35.875,2.08076,13.871732,41322
35.9,2.344317,15.628778,46556
35.925,2.108153,14.054352,41866
35.95,1.926825,12.845503,38265
35.975,1.950996,13.006639,38745
36,2.014644,13.430961,40009
36.025,1.900238,12.668254,37737
36.05,1.937299,12.915327,38473
36.075,2.025923,13.506156,40233
36.1,2.146825,14.312168,42634
36.125,2.165356,14.435706,43002
36.15,1.960714,13.071427,38938
36.175,2.120238,14.13492,42106
36.2,2.219336,14.795574,44074
36.225,2.2,14.666667,43690
36.25,2.244312,14.962082,44570
36.275,2.207251,14.715007,43834
36.3,2.285452,15.236346,45387
36.325,2.201662,14.677744,43723
36.35,1.953413,13.022751,38793
36.375,2.154076,14.36051,42778
36.4,2.047677,13.651178,40665
36.425,2.026729,13.511529,40249
36.45,1.963081,13.087205,38985
36.475,2.017867,13.452444,40073
36.5,2.050094,13.667292,40713
36.525,2.055784,13.705226,40826
36.55,2.172657,14.484382,43147
36.575,2.083177,13.887845,41370
36.6,1.932465,12.883101,38377
36.625,1.901849,12.678995,37769
36.65,2.05659,13.710597,40842
36.675,2.123461,14.156404,42170
36.7,2.176635,14.510901,43226
36.725,1.934882,12.899215,38425
36.75,1.996114,13.307424,39641
36.775,2.079149,13.86099,41290
36.8,2.156493,14.376623,42826
36.825,2.021089,13.473929,40137
36.85,2.061424,13.742824,40938
36.875,2.082371,13.882476,41354
36.9,2.142797,14.285313,42554
36.925,2.146019,14.306797,42618
36.95,2.185548,14.570321,43403
36.975,2.195216,14.634774,43595
37,2.260476,15.06984,44891
37.025,2.090428,13.936188,41514
37.05,2.087205,13.914702,41450
37.075,1.869622,12.464148,37129
37.1,2.025923,13.506156,40233
37.125,2.185498,14.569985,43402
37.15,2.132323,14.215487,42346
37.175,2.065452,13.769679,41018
37.2,2.256448,15.042983,44811
37.225,2.058956,13.726376,40889
37.25,2.163795,14.425298,42971
37.275,2.104125,14.027496,41786
37.3,2.124317,14.162111,42187
37.325,1.961469,13.076463,38953
37.35,2.092845,13.9523,41562
37.375,2.165356,14.435706,43002
37.4,2.133129,14.22086,42362
37.425,2.133129,14.22086,42362
37.45,1.986445,13.242969,39449
37.475,1.992085,13.280567,39561
37.5,2.03962,13.597467,40505
37.525,2.119432,14.129549,42090
37.55,1.909906,12.732707,37929
37.575,2.000142,13.334279,39721
37.6,1.993696,13.291309,39593
37.625,2.132323,14.215487,42346
37.65,2.025974,13.506494,40234
37.675,2.262087,15.080583,44923
37.7,2.282229,15.214862,45323
37.725,1.837345,12.248965,36488
37.75,1.970332,13.135545,39129
37.775,1.932465,12.883101,38377
37.8,1.98,13.199999,39321
37.825,2.038008,13.586722,40473
37.85,2.093651,13.957671,41578
37.875,1.9091,12.727337,37913
37.9,2.092845,13.9523,41562
37.925,2.076731,13.844876,41242
37.95,2.079149,13.86099,41290
37.975,2.148437,14.32291,42666
38,2.175074,14.500495,43195
38.025,2.037203,13.581352,40457
38.05,2.098485,13.989899,41674
38.075,2.098485,13.989899,41674
38.1,2.208862,14.725749,43866
38.125,1.942133,12.947555,38569
38.15,1.923603,12.824017,38201
38.175,1.964692,13.097947,39017
38.2,2.038814,13.592095,40489
38.225,2.021895,13.4793,40153
38.25,1.937299,12.915327,38473
38.275,2.023557,13.49038,40186
38.3,2.008199,13.387992,39881
38.325,2.17024,14.46827,43099
38.35,2.180664,14.537759,43306
38.375,2.146019,14.306797,42618
38.4,2.103319,14.022125,41770
38.425,2.185498,14.569985,43402
38.45,2.19436,14.629067,43578
38.475,2.097679,13.984527,41658
38.5,2.25967,15.064469,44875
38.525,2.191993,14.61329,43531
38.55,2.112181,14.081207,41946
38.575,2.208913,14.726084,43867
38.6,2.092845,13.9523,41562
38.625,2.008199,13.387992,39881
38.65,2.046065,13.640435,40633
38.675,2.079954,13.866361,41306
38.7,2.155688,14.371252,42810
38.725,2.183131,14.554208,43355
38.75,2.087256,13.915037,41451
38.775,2.250808,15.005387,44699
38.8,1.934076,12.893843,38409
38.825,2.177441,14.516273,43242
38.85,2.131517,14.210115,42330
38.875,2.13474,14.231602,42394
38.9,2.055734,13.704891,40825
38.925,2.085594,13.903958,41418
38.95,2.180714,14.538095,43307
38.975,2.216969,14.779797,44027
39,2.176635,14.510901,43226
39.025,1.924408,12.829389,38217
39.05,1.960664,13.071092,38937
39.075,1.885736,12.571571,37449
39.1,2.013033,13.420218,39977
39.125,2.001753,13.34502,39753
39.15,2.189576,14.597177,43483
39.175,1.936493,12.909957,38457
39.2,1.933271,12.888472,38393
39.225,2.091234,13.941558,41530
39.25,1.947773,12.985152,38681
39.275,2.088817,13.925445,41482
39.3,2.239478,14.929853,44474
39.325,2.202417,14.68278,43738
39.35,2.220948,14.806316,44106
39.375,2.17583,14.50553,43210
39.4,2.157299,14.381994,42842
39.425,2.275784,15.171893,45195
39.45,2.112181,14.081207,41946
39.475,2.248341,14.988937,44650
39.5,2.187965,14.586434,43451
39.525,2.058201,13.721341,40874
39.55,2.219387,14.79591,44075
39.575,2.163744,14.424963,42970
39.6,1.937299,12.915327,38473
39.625,2.079149,13.86099,41290
39.65,2.098485,13.989899,41674
39.675,2.151659,14.344397,42730
39.7,2.208057,14.720378,43850
39.725,2.114598,14.097322,41994
39.75,2.076731,13.844876,41242
39.775,2.000947,13.33965,39737
39.8,2.341044,15.606958,46491
39.825,2.126683,14.177891,42234
39.85,1.925214,12.83476,38233
39.875,1.844596,12.297307,36632
39.9,1.93891,12.92607,38505
39.925,2.233033,14.886885,44346
39.95,1.961469,13.076463,38953
39.975,2.003365,13.355763,39785
40,2.02678,13.511865,40250
40.025,2.029146,13.527641,40297
40.05,1.988057,13.253711,39481
40.075,2.093651,13.957671,41578
40.1,2.130712,14.204746,42314
40.125,1.937299,12.915327,38473
40.15,2.096873,13.979156,41642
40.175,2.112987,14.086578,41962
40.2,2.226638,14.844253,44219
40.225,2.157349,14.382329,42843
40.25,2.238723,14.924819,44459
40.275,2.112181,14.081207,41946
40.3,1.906683,12.711224,37865
40.325,1.966303,13.108689,39049
40.35,2.03962,13.597467,40505
40.375,1.981611,13.210742,39353
40.4,1.936493,12.909957,38457
40.425,1.982417,13.216113,39369
40.45,2.121044,14.140291,42122
40.475,2.144459,14.29639,42587
40.5,2.11621,14.108063,42026
40.525,2.346683,15.644556,46603
40.55,1.989718,13.26479,39514
40.575,2.070286,13.801908,41114
40.6,1.996164,13.307759,39642
40.625,2.177441,14.516273,43242
40.65,2.114598,14.097322,41994
40.675,2.048482,13.656549,40681
40.7,2.088817,13.925445,41482
40.725,2.120238,14.13492,42106
40.75,2.058956,13.726376,40889
40.775,2.135546,14.236973,42410
40.8,2.480476,16.536507,49260
40.825,2.141186,14.27457,42522
40.85,2.1291,14.194002,42282
40.875,1.988057,13.253711,39481
40.9,2.222559,14.817059,44138
40.925,2.100902,14.006011,41722
40.95,2.183131,14.554208,43355
40.975,2.161327,14.40885,42922
41,1.916352,12.775677,38057
41.025,2.053316,13.688776,40777
41.05,2.112181,14.081207,41946
