Depth(m),Voltage(V),Current(mA),# Counts
82.275,2.343461,15.623072,46539
82.3,2.065452,13.769679,41018
82.325,2.250808,15.005387,44699
82.35,2.221753,14.811687,44122
82.375,2.195216,14.634774,43595
82.4,2.109764,14.065094,41898
82.425,2.058151,13.721004,40873
82.45,1.975972,13.173143,39241
82.475,2.171801,14.478675,43130
82.5,2.028341,13.52227,40281
82.525,1.955024,13.033494,38825
82.55,2.018672,13.457816,40089
82.575,2.124266,14.161776,42186
82.6,1.960664,13.071092,38937
82.625,1.834928,12.232852,36440
82.65,2.000142,13.334279,39721
82.675,2.212941,14.752941,43947
82.7,1.98564,13.237597,39433
82.725,1.953413,13.022751,38793
82.75,1.99853,13.323537,39689
82.775,2.361991,15.746608,46907
82.8,2.059007,13.72671,40890
82.825,2.138769,14.258457,42474
82.85,2.109764,14.065094,41898
82.875,2.17583,14.50553,43210
82.9,2.21133,14.742199,43915
82.925,2.281424,15.209491,45307
82.95,2.124266,14.161776,42186
82.975,2.154076,14.36051,42778
83,2.115404,14.102692,42010
83.025,2.084788,13.898587,41402
83.05,2.148487,14.323247,42667
83.075,2.096873,13.979156,41642
83.1,2.329764,15.531761,46267
83.125,2.167773,14.451819,43050
83.15,2.22981,14.8654,44282
83.175,2.017061,13.447074,40057
83.2,2.279812,15.198749,45275
83.225,2.143603,14.290684,42570
83.25,2.167773,14.451819,43050
83.275,2.084788,13.898587,41402
83.3,2.315312,15.435416,45980
83.325,2.190382,14.602549,43499
83.35,2.17588,14.505866,43211
83.375,2.133985,14.226567,42379
83.4,2.198439,14.656261,43659
83.425,2.146876,14.312505,42635
83.45,2.077537,13.850247,41258
83.475,1.923603,12.824017,38201
83.5,1.841373,12.275822,36568
83.525,2.049288,13.661921,40697
83.55,2.129906,14.199373,42298
83.575,1.977583,13.183886,39273
83.6,2.048533,13.656885,40682
83.625,2.123461,14.156404,42170
83.65,2.200856,14.672373,43707
83.675,2.00417,13.361135,39801
83.7,2.013838,13.425589,39993
83.725,1.945356,12.969039,38633
83.75,2.0509,13.672663,40729
83.775,2.18872,14.59147,43466
83.8,2.108958,14.059723,41882
83.825,2.084788,13.898587,41402
83.85,2.252369,15.015793,44730
83.875,2.097679,13.984527,41658
83.9,1.919625,12.797498,38122
83.925,2.241089,14.940596,44506
83.95,2.16455,14.430335,42986
83.975,2.067063,13.780421,41050
84,2.193554,14.623696,43562
84.025,2.079149,13.86099,41290
84.05,2.329764,15.531761,46267
84.075,2.372465,15.816434,47115
84.1,2.328959,15.52639,46251
84.125,2.32493,15.499535,46171
84.15,2.203273,14.688486,43755
84.175,2.010666,13.404441,39930
84.2,2.223415,14.822765,44155
84.225,1.970332,13.135545,39129
84.25,1.930048,12.866986,38329
84.275,2.016255,13.441703,40041
84.3,1.954218,13.028122,38809
84.325,1.875262,12.501746,37241
84.35,1.876873,12.512489,37273
84.375,1.847013,12.313419,36680
84.4,1.855875,12.372503,36856
84.425,2.08076,13.871732,41322
84.45,2.165356,14.435706,43002
84.475,1.93891,12.92607,38505
84.5,2.117821,14.118807,42058
84.525,2.121849,14.145662,42138
84.55,2.040426,13.602839,40521
84.575,2.153321,14.355474,42763
84.6,1.980806,13.205372,39337
84.625,2.104125,14.027496,41786
84.65,2.118627,14.12418,42074
84.675,2.119432,14.129549,42090
84.7,1.978389,13.189257,39289
84.725,1.951801,13.012009,38761
84.75,2.122655,14.151035,42154
84.775,2.179103,14.52735,43275
84.8,2.196022,14.640146,43611
84.825,1.963886,13.092576,39001
84.85,2.132323,14.215487,42346
84.875,2.002559,13.350393,39769
84.9,1.987251,13.248341,39465
84.925,2.004976,13.366506,39817
84.95,1.997725,13.318166,39673
84.975,2.100902,14.006011,41722
85,2.148487,14.323247,42667
85.025,2.162939,14.419592,42954
85.05,1.988057,13.253711,39481
85.075,2.005781,13.371876,39833
85.1,2.388629,15.924192,47436
85.125,1.981611,13.210742,39353
85.15,2.206445,14.709636,43818
85.175,2.224976,14.833172,44186
85.2,1.981611,13.210742,39353
85.225,2.125072,14.167147,42202
85.25,2.096873,13.979156,41642
85.275,2.066258,13.775052,41034
85.3,2.092845,13.9523,41562
85.325,2.162133,14.414221,42938
85.35,2.084788,13.898587,41402
85.375,2.108153,14.054352,41866
85.4,2.186354,14.575693,43419
85.425,1.942133,12.947555,38569
85.45,2.010616,13.404105,39929
85.475,2.053316,13.688776,40777
85.5,2.126683,14.177891,42234
85.525,2.017061,13.447074,40057
85.55,1.955024,13.033494,38825
85.575,2.0509,13.672663,40729
85.6,2.142797,14.285313,42554
85.625,2.264504,15.096696,44971
85.65,2.161327,14.40885,42922
85.675,2.060568,13.737118,40921
85.7,1.98564,13.237597,39433
85.725,1.937299,12.915327,38473
85.75,1.926825,12.845503,38265
85.775,2.04531,13.635401,40618
85.8,2.144459,14.29639,42587
85.825,1.935688,12.904585,38441
85.85,2.000142,13.334279,39721
85.875,2.070286,13.801908,41114
85.9,2.041231,13.60821,40537
85.925,2.489338,16.595589,49436
85.95,2.148437,14.32291,42666
85.975,2.226587,14.843916,44218
86,2.240334,14.93556,44491
86.025,2.183081,14.553872,43354
86.05,2.087205,13.914702,41450
86.075,2.165356,14.435706,43002
86.1,2.082371,13.882476,41354
86.125,2.097729,13.984863,41659
86.15,2.339483,15.596551,46460
86.175,2.186303,14.575356,43418
86.2,2.060618,13.737453,40922
86.225,2.022701,13.484672,40169
86.25,1.965498,13.103318,39033
86.275,1.930048,12.866986,38329
86.3,2.007393,13.382619,39865
86.325,2.043648,13.624323,40585
86.35,1.995308,13.302052,39625
86.375,2.208107,14.720713,43851
86.4,2.203223,14.688151,43754
86.425,2.071898,13.81265,41146
86.45,2.138819,14.258794,42475
86.475,2.242751,14.951676,44539
86.5,2.071092,13.807279,41130
86.525,1.967915,13.119431,39081
86.55,1.978389,13.189257,39289
86.575,2.180664,14.537759,43306
86.6,2.121044,14.140291,42122
86.625,2.040426,13.602839,40521
86.65,1.950996,13.006639,38745
86.675,1.978389,13.189257,39289
86.7,2.189526,14.596841,43482
86.725,2.342655,15.617701,46523
86.75,2.138769,14.258457,42474
86.775,2.107347,14.048981,41850
86.8,2.067869,13.785792,41066
86.825,2.198439,14.656261,43659
86.85,2.143603,14.290684,42570
86.875,2.096924,13.97949,41643
86.9,2.078343,13.85562,41274
86.925,2.186354,14.575693,43419
86.95,2.114649,14.097658,41995
86.975,1.871234,12.474891,37161
87,1.957441,13.049607,38873
87.025,2.006587,13.377249,39849
87.05,2.011421,13.409476,39945
87.075,1.94455,12.963669,38617
87.1,2.072703,13.818021,41162
87.125,1.971943,13.146287,39161
87.15,2.01545,13.436332,40025
87.175,2.062179,13.74786,40953
87.2,2.369293,15.795285,47052
87.225,2.225026,14.833508,44187
87.25,2.254836,15.032243,44779
87.275,2.17024,14.46827,43099
87.3,2.210524,14.736828,43899
87.325,2.315262,15.43508,45979
87.35,2.416828,16.112185,47996
87.375,2.21133,14.742199,43915
87.4,2.171046,14.473639,43115
87.425,2.207301,14.715342,43835
87.45,2.030758,13.538384,40329
87.475,2.084788,13.898587,41402
87.5,1.910712,12.738079,37945
87.525,1.959858,13.065721,38921
87.55,2.111376,14.075836,41930
87.575,2.150854,14.339025,42714
87.6,1.984834,13.232227,39417
87.625,2.170996,14.473304,43114
87.65,2.025923,13.506156,40233
87.675,2.068675,13.791163,41082
87.7,1.971943,13.146287,39161
87.725,1.975972,13.173143,39241
87.75,1.892987,12.619913,37593
87.775,1.917963,12.786419,38089
87.8,1.853458,12.356389,36808
87.825,2.11062,14.070803,41915
87.85,2.055734,13.704891,40825
87.875,2.081565,13.877103,41338
87.9,2.160522,14.403479,42906
87.925,2.233838,14.892256,44362
87.95,2.079149,13.86099,41290
87.975,1.98,13.199999,39321
88,1.971943,13.146287,39161
88.025,1.876068,12.507118,37257
88.05,2.090428,13.936188,41514
88.075,1.937299,12.915327,38473
88.1,1.943745,12.958297,38601
88.125,1.993696,13.291309,39593
88.15,2.218581,14.790541,44059
88.175,2.177441,14.516273,43242
88.2,2.125122,14.167482,42203
88.225,2.120238,14.13492,42106
88.25,2.119432,14.129549,42090
88.275,2.261282,15.075212,44907
88.3,2.165356,14.435706,43002
88.325,2.328959,15.52639,46251
88.35,2.042893,13.619287,40570
88.375,2.038865,13.592431,40490
88.4,2.187109,14.580728,43434
88.425,2.11057,14.070467,41914
88.45,2.170996,14.473304,43114
88.475,2.242701,14.95134,44538
88.5,2.148437,14.32291,42666
88.525,2.028391,13.522606,40282
88.55,2.204028,14.693522,43770
88.575,1.881707,12.544716,37369
88.6,1.916352,12.775677,38057
88.625,1.953413,13.022751,38793
88.65,2.025923,13.506156,40233
88.675,1.900238,12.668254,37737
88.7,2.022701,13.484672,40169
88.725,2.391852,15.945677,47500
88.75,2.335404,15.569359,46379
88.775,2.194411,14.629404,43579
88.8,2.147631,14.317539,42650
88.825,2.268533,15.123551,45051
88.85,2.021895,13.4793,40153
88.875,2.185498,14.569985,43402
88.9,2.142797,14.285313,42554
88.925,2.117015,14.113434,42042
88.95,2.030758,13.538384,40329
88.975,1.902655,12.684368,37785
89,1.881707,12.544716,37369
89.025,2.043648,13.624323,40585
89.05,2.181469,14.54313,43322
89.075,2.349906,15.66604,46667
89.1,2.059762,13.731747,40905
89.125,1.888153,12.587687,37497
89.15,1.971138,13.140917,39145
89.175,2.056539,13.710262,40841
89.2,2.113792,14.091949,41978
89.225,2.216969,14.779797,44027
89.25,2.042843,13.618953,40569
89.275,1.959052,13.060349,38905
89.3,2.192799,14.618661,43547
89.325,2.150854,14.339025,42714
89.35,2.162133,14.414221,42938
89.375,2.096873,13.979156,41642
89.4,2.115404,14.102692,42010
89.425,2.226587,14.843916,44218
89.45,1.975216,13.168109,39226
89.475,2.195972,14.639812,43610
89.5,2.124266,14.161776,42186
89.525,2.308817,15.392111,45851
89.55,2.17019,14.467933,43098
89.575,2.349906,15.66604,46667
89.6,2.220948,14.806316,44106
89.625,2.1291,14.194002,42282
89.65,2.027585,13.517236,40266
89.675,2.196022,14.640146,43611
89.7,2.304788,15.365255,45771
89.725,2.115404,14.102692,42010
89.75,1.922797,12.818646,38185
89.775,1.980806,13.205372,39337
89.8,2.034786,13.56524,40409
89.825,1.946161,12.97441,38649
89.85,2.054928,13.69952,40809
89.875,2.012227,13.414847,39961
89.9,1.895404,12.636026,37641
89.925,1.902655,12.684368,37785
89.95,2.11621,14.108063,42026
89.975,2.14038,14.269199,42506
90,2.162133,14.414221,42938
90.025,2.097679,13.984527,41658
90.05,2.183887,14.559243,43370
90.075,2.141236,14.274905,42523
90.1,2.184692,14.564614,43386
90.125,2.052561,13.683741,40762
90.15,2.170996,14.473304,43114
90.175,2.160522,14.403479,42906
90.2,2.266922,15.112811,45019
90.225,2.058151,13.721004,40873
90.25,2.068675,13.791163,41082
90.275,2.013033,13.420218,39977
90.3,2.320096,15.467306,46075
90.325,2.005781,13.371876,39833
90.35,1.968721,13.124804,39097
90.375,2.094456,13.963043,41594
90.4,2.053367,13.689112,40778
90.425,2.138013,14.253423,42459
90.45,2.111376,14.075836,41930
90.475,1.934076,12.893843,38409
90.5,2.118627,14.12418,42074
90.525,2.007393,13.382619,39865
90.55,1.98564,13.237597,39433
90.575,2.003365,13.355763,39785
90.6,1.886541,12.576943,37465
90.625,2.017867,13.452444,40073
90.65,1.950996,13.006639,38745
90.675,2.101707,14.011383,41738
90.7,2.051705,13.678034,40745
90.725,2.361186,15.741237,46891
90.75,2.216114,14.77409,44010
90.775,2.156544,14.376958,42827
90.8,2.175024,14.500159,43194
90.825,2.070286,13.801908,41114
90.85,2.137963,14.253086,42458
90.875,2.159716,14.398108,42890
90.9,2.266922,15.112811,45019
90.925,2.317679,15.451193,46027
90.95,2.100902,14.006011,41722
90.975,2.217725,14.784832,44042
91,2.125072,14.167147,42202
91.025,2.221753,14.811687,44122
91.05,2.160522,14.403479,42906
91.075,2.038865,13.592431,40490
91.1,2.226587,14.843916,44218
91.125,2.108153,14.054352,41866
91.15,2.128345,14.188967,42267
91.175,2.162133,14.414221,42938
91.2,2.177441,14.516273,43242
91.225,2.229055,14.860365,44267
91.25,2.210524,14.736828,43899
91.275,2.204028,14.693522,43770
91.3,2.180664,14.537759,43306
91.325,2.203273,14.688486,43755
91.35,2.120238,14.13492,42106
91.375,1.926825,12.845503,38265
91.4,1.972749,13.15166,39177
91.425,1.876068,12.507118,37257
91.45,1.953413,13.022751,38793
91.475,1.870428,12.46952,37145
91.5,2.091234,13.941558,41530
91.525,1.989668,13.264454,39513
91.55,1.939716,12.93144,38521
91.575,1.984834,13.232227,39417
91.6,2.169384,14.462562,43082
91.625,2.216114,14.77409,44010
91.65,2.00981,13.398733,39913
91.675,2.08076,13.871732,41322
91.7,2.032419,13.549461,40362
91.725,2.30076,15.338398,45691
91.75,2.207301,14.715342,43835
91.775,1.951801,13.012009,38761
91.8,2.000947,13.33965,39737
91.825,1.809146,12.060975,35928
91.85,2.088817,13.925445,41482
91.875,1.992891,13.285939,39577
91.9,1.988863,13.259084,39497
91.925,2.073509,13.823392,41178
91.95,2.004976,13.366506,39817
91.975,2.113792,14.091949,41978
92,2.204028,14.693522,43770
92.025,2.242751,14.951676,44539
92.05,2.182275,14.548501,43338
92.075,2.283035,15.220234,45339
92.1,2.059007,13.72671,40890
92.125,2.147631,14.317539,42650
92.15,2.154127,14.360847,42779
92.175,2.310478,15.40319,45884
92.2,2.216164,14.774426,44011
92.225,1.95019,13.001266,38729
92.25,1.901849,12.678995,37769
92.275,2.066258,13.775052,41034
92.3,1.917963,12.786419,38089
92.325,2.157299,14.381994,42842
92.35,1.995308,13.302052,39625
92.375,2.003365,13.355763,39785
92.4,2.033175,13.554497,40377
92.425,2.007393,13.382619,39865
92.45,2.122655,14.151035,42154
92.475,2.157299,14.381994,42842
92.5,2.08645,13.909668,41435
92.525,2.104125,14.027496,41786
92.55,2.149293,14.328618,42683
92.575,2.267727,15.11818,45035
92.6,2.122655,14.151035,42154
92.625,2.328959,15.52639,46251
92.65,2.121044,14.140291,42122
92.675,2.103319,14.022125,41770
92.7,2.063035,13.753566,40970
92.725,2.172607,14.484046,43146
92.75,1.919574,12.797161,38121
92.775,1.986445,13.242969,39449
92.8,2.320902,15.472679,46091
92.825,2.153271,14.355139,42762
92.85,2.22417,14.827801,44170
92.875,2.1291,14.194002,42282
92.9,2.266871,15.112473,45018
92.925,2.162989,14.419929,42955
92.95,2.287869,15.25246,45435
92.975,2.287869,15.25246,45435
93,2.129906,14.199373,42298
93.025,2.124266,14.161776,42186
93.05,2.090428,13.936188,41514
93.075,1.934882,12.899215,38425
93.1,2.121849,14.145662,42138
93.125,2.028341,13.52227,40281
93.15,1.958247,13.054978,38889
93.175,2.074315,13.828765,41194
93.2,2.054928,13.69952,40809
93.225,2.125072,14.167147,42202
93.25,2.122655,14.151035,42154
93.275,2.10493,14.032867,41802
93.3,1.936493,12.909957,38457
93.325,2.239478,14.929853,44474
93.35,2.047727,13.651514,40666
93.375,2.167773,14.451819,43050
93.4,2.146825,14.312168,42634
93.425,2.250002,15.000014,44683
93.45,1.990474,13.269825,39529
93.475,2.370904,15.806028,47084
93.5,2.020284,13.468558,40121
93.525,2.085594,13.903958,41418
93.55,2.064646,13.764308,41002
93.575,2.122655,14.151035,42154
93.6,2.105736,14.038239,41818
93.625,2.070286,13.801908,41114
93.65,2.132323,14.215487,42346
93.675,2.004976,13.366506,39817
93.7,2.088817,13.925445,41482
93.725,2.149242,14.328283,42682
93.75,2.152465,14.349768,42746
93.775,2.01545,13.436332,40025
93.8,2.040426,13.602839,40521
93.825,2.025974,13.506494,40234
93.85,2.121044,14.140291,42122
93.875,2.0864,13.909332,41434
93.9,2.101707,14.011383,41738
93.925,2.090428,13.936188,41514
93.95,2.295926,15.306171,45595
93.975,1.951801,13.012009,38761
94,1.922797,12.818646,38185
94.025,2.11062,14.070803,41915
94.05,2.038814,13.592095,40489
94.075,1.993696,13.291309,39593
94.1,2.016306,13.442038,40042
94.125,2.057345,13.715633,40857
94.15,1.931659,12.877728,38361
94.175,2.061373,13.742489,40937
94.2,1.963081,13.087205,38985
94.225,2.127489,14.18326,42250
94.25,2.09929,13.995269,41690
94.275,2.071092,13.807279,41130
94.3,2.077537,13.850247,41258
94.325,2.272561,15.150407,45131
94.35,1.880096,12.533975,37337
94.375,2.2,14.666667,43690
94.4,2.212891,14.752605,43946
94.425,2.258059,15.053727,44843
94.45,1.869622,12.464148,37129
94.475,2.166967,14.446448,43034
94.5,2.029146,13.527641,40297
94.525,1.932465,12.883101,38377
94.55,1.969526,13.130174,39113
94.575,2.092039,13.946929,41546
94.6,2.033175,13.554497,40377
94.625,1.930098,12.867323,38330
94.65,1.867205,12.448035,37081
94.675,1.979245,13.194964,39306
94.7,1.981611,13.210742,39353
94.725,2.054978,13.699855,40810
94.75,2.025118,13.500786,40217
94.775,1.871234,12.474891,37161
94.8,1.996919,13.312796,39657
94.825,2.01545,13.436332,40025
94.85,2.051705,13.678034,40745
94.875,1.996919,13.312796,39657
94.9,1.955024,13.033494,38825
94.925,2.00981,13.398733,39913
94.95,2.104125,14.027496,41786
94.975,2.010666,13.404441,39930
95,1.895404,12.636026,37641
95.025,1.895404,12.636026,37641
95.05,1.895454,12.636362,37642
95.075,2.025118,13.500786,40217
95.1,2.052561,13.683741,40762
95.125,2.096068,13.973784,41626
95.15,2.042088,13.613916,40554
95.175,2.109009,14.060059,41883
95.2,1.983273,13.221821,39386
95.225,2.0155,13.436667,40026
95.25,2.06948,13.796535,41098
95.275,1.838201,12.254673,36505
95.3,1.751137,11.67425,34776
95.325,1.975166,13.167773,39225
95.35,2.072703,13.818021,41162
95.375,2.002609,13.350728,39770
95.4,1.848675,12.324499,36713
95.425,2.046116,13.640772,40634
95.45,2.093651,13.957671,41578
95.475,1.826871,12.179141,36280
95.5,1.829288,12.195254,36328
95.525,1.984028,13.226855,39401
95.55,1.921186,12.807904,38153
95.575,1.692323,11.282155,33608
95.6,1.834122,12.227481,36424
95.625,1.789004,11.926695,35528
95.65,1.784976,11.899838,35448
95.675,1.877679,12.517859,37289
95.7,1.768862,11.792417,35128
95.725,1.900238,12.668254,37737
95.75,1.779336,11.862241,35336
95.775,1.67057,11.137133,33176
95.8,1.966303,13.108689,39049
95.825,1.639904,10.932693,32567
95.85,1.89621,12.641398,37657
95.875,1.851847,12.345647,36776
95.9,1.78981,11.932066,35544
95.925,1.805923,12.03949,35864
95.95,2.02114,13.474264,40138
95.975,1.917963,12.786419,38089
96,1.772891,11.819272,35208
96.025,2.172607,14.484046,43146
96.05,1.907489,12.716594,37881
96.075,1.661707,11.07805,33000
96.1,1.851847,12.345647,36776
96.125,1.673793,11.158617,33240
96.15,1.740664,11.604425,34568
96.175,1.775308,11.835385,35256
96.2,2.009055,13.393698,39898
96.225,2.141991,14.279942,42538
96.25,1.786587,11.910583,35480
96.275,1.584312,10.562081,31463
96.3,1.726162,11.507744,34280
96.325,1.747109,11.647394,34696
96.35,1.883319,12.555458,37401
96.375,1.712465,11.416434,34008
96.4,1.939716,12.93144,38521
96.425,1.81398,12.093202,36024
96.45,1.872039,12.480263,37177
96.475,1.850286,12.335241,36745
96.5,1.799478,11.99652,35736
96.525,1.881707,12.544716,37369
96.55,1.91474,12.764935,38025
96.575,1.915546,12.770306,38041
96.6,1.929242,12.861616,38313
96.625,1.836539,12.243595,36472
96.65,1.942133,12.947555,38569
96.675,1.931659,12.877728,38361
96.7,1.913129,12.754192,37993
96.725,1.86076,12.405066,36953
96.75,1.916352,12.775677,38057
96.775,1.905072,12.700481,37833
96.8,1.782609,11.884062,35401
96.825,1.900238,12.668254,37737
96.85,1.928487,12.856581,38298
96.875,1.856732,12.37821,36873
96.9,1.697157,11.314381,33704
96.925,1.726967,11.513114,34296
96.95,1.741469,11.609796,34584
96.975,1.637487,10.916579,32519
97,1.734218,11.561456,34440
97.025,1.797917,11.986115,35705
97.05,1.975166,13.167773,39225
97.075,1.770524,11.803494,35161
97.1,1.937299,12.915327,38473
97.125,1.787443,11.916289,35497
97.15,1.853509,12.356725,36809
97.175,1.833367,12.222445,36409
97.2,1.816448,12.109652,36073
97.225,1.853509,12.356725,36809
97.25,1.909906,12.732707,37929
97.275,1.746354,11.642359,34681
97.3,1.837395,12.249301,36489
97.325,1.781804,11.878691,35385
97.35,1.941378,12.942519,38554
97.375,1.873651,12.491004,37209
97.4,1.936493,12.909957,38457
97.425,2.011472,13.409812,39946
97.45,1.762467,11.749783,35001
97.475,1.606066,10.707104,31895
97.5,1.674598,11.163988,33256
97.525,1.67057,11.137133,33176
97.55,1.701186,11.341237,33784
97.575,1.743886,11.62591,34632
97.6,1.687489,11.249928,33512
97.625,1.701186,11.341237,33784
97.65,1.652039,11.013596,32808
97.675,1.768862,11.792417,35128
97.7,1.78417,11.894468,35432
97.725,1.751943,11.679622,34792
97.75,1.675404,11.169359,33272
97.775,1.747915,11.652766,34712
97.8,1.647155,10.981032,32711
97.825,1.774502,11.830014,35240
97.85,1.536777,10.245181,30519
97.875,1.719716,11.464774,34152
97.9,1.756777,11.711849,34888
97.925,1.851847,12.345647,36776
97.95,1.804362,12.029083,35833
97.975,1.673793,11.158617,33240
98,1.953413,13.022751,38793
98.025,1.716494,11.44329,34088
98.05,1.714882,11.432548,34056
98.075,1.741469,11.609796,34584
98.1,1.726162,11.507744,34280
98.125,1.86076,12.405066,36953
98.15,1.759194,11.727962,34936
98.175,1.566587,10.443915,31111
98.2,1.73019,11.534599,34360
98.225,1.904266,12.69511,37817
98.25,1.820426,12.136172,36152
98.275,1.801895,12.012634,35784
98.3,1.829338,12.195589,36329
98.325,1.686683,11.244556,33496
98.35,1.973555,13.15703,39193
98.375,1.848675,12.324499,36713
98.4,1.800334,12.002228,35753
98.425,1.793889,11.959259,35625
98.45,1.944601,12.964004,38618
98.475,1.816448,12.109652,36073
98.5,1.957491,13.049943,38874
98.525,1.9091,12.727337,37913
98.55,1.992085,13.280567,39561
98.575,1.675404,11.169359,33272
98.6,1.894598,12.630656,37625
98.625,1.732607,11.550714,34408
98.65,1.823648,12.157656,36216
98.675,1.730996,11.53997,34376
98.7,2.012227,13.414847,39961
98.725,1.796255,11.975037,35672
98.75,1.745498,11.636651,34664
98.775,1.717299,11.448661,34104
98.8,1.806729,12.044862,35880
98.825,1.721327,11.475516,34184
98.85,1.797061,11.980407,35688
98.875,1.668959,11.12639,33144
98.9,1.815592,12.103944,36056
98.925,1.817203,12.114687,36088
98.95,1.537583,10.250553,30535
98.975,1.877679,12.517859,37289
99,1.727773,11.518486,34312
99.025,1.769668,11.797788,35144
99.05,1.851897,12.345984,36777
99.075,1.641566,10.94377,32600
99.1,1.95588,13.0392,38842
99.125,1.648817,10.99211,32744
99.15,1.745498,11.636651,34664
99.175,1.79545,11.969665,35656
99.2,1.777725,11.851499,35304
99.225,1.687489,11.249928,33512
99.25,1.800284,12.001892,35752
99.275,1.803557,12.023712,35817
99.3,1.812369,12.08246,35992
99.325,1.81962,12.1308,36136
99.35,1.824504,12.163363,36233
99.375,1.745498,11.636651,34664
99.4,1.772085,11.813901,35192
99.425,1.704408,11.362722,33848
99.45,1.905878,12.705852,37849
99.475,1.770474,11.803159,35160
99.5,1.847869,12.319128,36697
99.525,1.726967,11.513114,34296
99.55,1.770474,11.803159,35160
99.575,1.65929,11.061936,32952
99.6,1.76564,11.770931,35064
99.625,1.930048,12.866986,38329
99.65,1.672987,11.153245,33224
99.675,1.806779,12.045197,35881
99.7,1.921991,12.813274,38169
99.725,1.818059,12.120394,36105
99.75,2.025118,13.500786,40217
99.775,1.861565,12.410437,36969
99.8,1.884125,12.56083,37417
99.825,1.821282,12.141877,36169
99.85,1.912323,12.748821,37977
99.875,1.631847,10.878982,32407
99.9,1.586729,10.578195,31511
99.925,1.613317,10.755444,32039
99.95,1.763223,11.754818,35016
99.975,1.755166,11.701106,34856
100,1.916352,12.775677,38057
100.025,1.945406,12.969375,38634
100.05,1.960714,13.071427,38938
100.075,1.745498,11.636651,34664
100.1,1.847869,12.319128,36697
100.125,1.719716,11.464774,34152
100.15,1.755216,11.701442,34857
100.175,1.770524,11.803494,35161
100.2,1.919574,12.797161,38121
100.225,1.89057,12.6038,37545
100.25,1.723745,11.491631,34232
100.275,1.784976,11.899838,35448
100.3,1.739052,11.593682,34536
100.325,1.598814,10.658762,31751
100.35,1.684266,11.228443,33448
100.375,1.76564,11.770931,35064
100.4,1.632653,10.884352,32423
100.425,1.748721,11.658137,34728
100.45,1.852653,12.351019,36792
100.475,1.725356,11.502372,34264
100.5,1.649572,10.997146,32759
100.525,1.581089,10.540596,31399
100.55,1.556113,10.37409,30903
100.575,1.674598,11.163988,33256
100.6,1.635875,10.905837,32487
100.625,1.82531,12.168734,36249
100.65,1.842229,12.281529,36585
100.675,1.796306,11.975372,35673
100.7,1.758439,11.722926,34921
100.725,1.850286,12.335241,36745
100.75,1.826116,12.174106,36265
100.775,1.73583,11.572198,34472
100.8,1.851092,12.340612,36761
100.825,1.683461,11.223071,33432
100.85,1.940522,12.936812,38537
100.875,1.781804,11.878691,35385
100.9,1.685072,11.233813,33464
100.925,1.527915,10.186099,30343
100.95,1.621373,10.809155,32199
100.975,1.799478,11.99652,35736
101,1.633509,10.890059,32440
101.025,1.797867,11.985778,35704
101.05,1.758389,11.722591,34920
101.075,1.61659,10.777264,32104
101.1,1.868817,12.458777,37113
101.125,1.785832,11.905547,35465
101.15,1.813225,12.088165,36009
101.175,1.887347,12.582314,37481
101.2,1.901849,12.678995,37769
101.225,1.830094,12.200625,36344
101.25,1.634264,10.895095,32455
101.275,1.702797,11.351979,33816
101.3,1.806729,12.044862,35880
101.325,1.859954,12.399694,36937
101.35,1.95583,13.038864,38841
101.375,1.764028,11.76019,35032
101.4,1.839007,12.260044,36521
101.425,1.758389,11.722591,34920
101.45,1.869622,12.464148,37129
101.475,1.735024,11.566826,34456
101.5,1.682655,11.2177,33416
101.525,2.002559,13.350393,39769
101.55,1.532749,10.218326,30439
101.575,1.872845,12.485634,37193
101.6,1.530332,10.202212,30391
101.625,1.615734,10.771558,32087
101.65,1.636681,10.911207,32503
101.675,1.472323,9.815488,29239
101.7,1.492465,9.949766,29639
101.725,1.636681,10.911207,32503
101.75,1.730996,11.53997,34376
101.775,1.620568,10.803783,32183
101.8,1.766445,11.776303,35080
101.825,1.576255,10.50837,31303
101.85,1.712465,11.416434,34008
101.875,1.688295,11.255299,33528
101.9,1.650428,11.002853,32776
101.925,2.023507,13.490044,40185
101.95,1.830144,12.200961,36345
101.975,1.67057,11.137133,33176
102,1.572227,10.481514,31223
102.025,1.576255,10.50837,31303
102.05,1.54564,10.304265,30695
102.075,1.562559,10.417059,31031
102.1,1.561753,10.411689,31015
102.125,1.826871,12.179141,36280
102.15,1.74152,11.610132,34585
102.175,1.55853,10.390203,30951
102.2,1.645544,10.97029,32679
102.225,1.672181,11.147875,33208
102.25,2.088817,13.925445,41482
102.275,1.76,11.733334,34952
102.3,1.549668,10.33112,30775
102.325,1.589952,10.59968,31575
102.35,1.864788,12.431922,37033
102.375,1.852653,12.351019,36792
102.4,1.557725,10.384832,30935
102.425,1.897015,12.64677,37673
102.45,1.869622,12.464148,37129
102.475,1.835734,12.238223,36456
102.5,1.856732,12.37821,36873
102.525,1.94455,12.963669,38617
102.55,1.880902,12.539346,37353
102.575,1.769668,11.797788,35144
102.6,1.867205,12.448035,37081
102.625,1.626258,10.841718,32296
102.65,1.889764,12.598428,37529
102.675,1.818814,12.12543,36120
102.7,1.669764,11.131762,33160
102.725,1.797111,11.980743,35689
102.75,1.663319,11.088792,33032
102.775,1.588341,10.588937,31543
102.8,1.497299,9.981995,29735
102.825,1.431183,9.541223,28422
102.85,1.543223,10.288152,30647
