1	260	551	345
2	270	565	346
3	262	553	333
4	236	503	305
5	231	476	274
6	196	398	217
7	153	309	159
8	153	307	173
9	192	389	224
10	227	466	278
11	116	238	131
12	190	389	226
13	235	490	295
14	157	330	187
15	197	413	241
16	234	491	296
17	51	109	58
18	65	133	71
19	89	178	94
20	47	105	58
21	59	126	70
22	79	165	92
