1	262	556	349
2	273	572	350
3	264	557	335
4	238	508	309
5	233	481	277
6	197	401	219
7	155	311	161
8	153	308	173
9	192	390	225
10	226	465	278
11	116	239	132
12	190	390	227
13	235	490	296
14	158	331	188
15	197	413	242
16	234	492	296
17	52	112	60
18	65	136	72
19	90	182	96
20	48	107	60
21	59	128	71
22	80	168	94
